cuisine,order_size_items,prep_time_estimate_min,distance_km,driver_experience_m,courier_type,weather,wind_mps,traffic_level,hour_of_day,day_of_week,restaurant_load,delivery_time_min
mexican,4,11.8,4.2,3,bike,storm,5.8,high,20,Sun,0.28,58.5
burger,1,7.8,7.4,4,ebike,rain,3.0,medium,20,Sun,0.42,44.4
salad,1,6.4,2.8,1,ebike,clear,4.9,low,20,Sun,0.14,19.5
pizza,3,11.7,1.6,2,bike,rain,2.2,high,20,Sun,0.42,37.7
fried_chicken,2,10.9,2.6,2,ebike,clear,3.8,medium,20,Sun,0.28,39.5
fried_chicken,4,11.5,1.6,1,ebike,storm,9.1,medium,21,Sun,0.14,40.5
mexican,2,11.3,4.3,2,ebike,rain,6.4,medium,21,Sun,0.14,43.8
pizza,5,12.2,4.1,9,ebike,clear,5.5,low,21,Sun,0.28,43.2
burger,5,8.8,1.1,11,ebike,clear,2.5,low,21,Sun,0.28,23.3
salad,1,6.4,1.7,9,ebike,clear,5.5,medium,22,Sun,0.28,17.4
mexican,4,11.8,2.5,12,bike,clear,5.2,low,21,Sun,0.42,37.8
salad,3,6.8,0.7,5,bike,clear,3.8,medium,22,Sun,0.28,20.0
mexican,3,11.6,2.1,8,ebike,rain,4.5,medium,22,Sun,0.14,35.2
salad,1,6.4,5.7,3,bike,clear,3.1,low,23,Sun,0.14,37.5
burger,2,8.1,4.4,6,bike,clear,1.6,low,23,Sun,0.14,32.6
pizza,5,12.2,2.1,3,bike,clear,7.6,medium,0,Mon,0.14,38.1
fried_chicken,3,11.2,1.5,2,bike,clear,4.4,medium,1,Mon,0.14,30.2
indian,6,16.2,2.7,5,ebike,clear,5.6,low,1,Mon,0.14,39.8
burger,5,8.8,3.3,19,bike,clear,4.0,medium,2,Mon,0.14,34.4
indian,5,15.9,2.8,6,ebike,rain,4.6,low,2,Mon,0.14,44.2
salad,1,6.4,1.7,0,ebike,rain,4.2,medium,2,Mon,0.14,26.9
sushi,3,14.1,2.8,1,bike,storm,6.6,low,3,Mon,0.14,43.7
indian,4,15.6,9.3,3,ebike,rain,8.4,low,4,Mon,0.14,63.8
mexican,2,11.3,3.0,3,bike,clear,8.0,low,5,Mon,0.14,43.4
mexican,4,11.8,2.0,4,bike,rain,3.8,low,6,Mon,0.14,34.2
fried_chicken,5,11.7,2.3,4,ebike,rain,6.4,low,7,Mon,0.14,36.5
burger,3,8.4,3.2,2,ebike,rain,3.9,medium,7,Mon,0.28,31.9
burger,3,8.4,1.7,1,bike,storm,8.1,low,7,Mon,0.14,30.7
pizza,3,11.7,1.7,1,ebike,rain,1.5,medium,7,Mon,0.28,29.7
pizza,3,11.7,7.0,6,ebike,rain,3.2,medium,7,Mon,0.28,53.8
salad,1,6.4,6.3,13,bike,clear,1.5,low,8,Mon,0.42,36.2
pizza,4,12.0,7.1,7,ebike,rain,3.5,medium,8,Mon,0.14,49.1
mexican,6,12.2,7.4,10,bike,clear,1.3,low,8,Mon,0.28,59.1
fried_chicken,3,11.2,2.5,11,ebike,clear,6.3,medium,9,Mon,0.14,35.3
noodles,4,10.3,0.5,3,ebike,clear,3.7,low,9,Mon,0.28,32.5
noodles,3,10.1,2.2,2,ebike,rain,5.1,medium,9,Mon,0.42,26.3
sushi,2,13.7,2.4,8,bike,rain,5.7,medium,9,Mon,0.14,41.3
fried_chicken,3,11.2,7.5,10,bike,rain,4.0,low,9,Mon,0.28,51.0
pizza,4,12.0,1.6,2,bike,clear,5.6,low,10,Mon,0.14,34.6
noodles,2,9.8,3.1,0,bike,rain,5.2,low,11,Mon,0.14,32.0
mexican,3,11.6,3.1,4,ebike,rain,9.2,low,11,Mon,0.28,34.6
pizza,4,12.0,2.7,4,ebike,clear,6.0,medium,11,Mon,0.14,38.4
salad,1,6.4,3.6,5,ebike,rain,5.0,medium,11,Mon,0.28,32.6
burger,3,8.4,1.1,13,ebike,clear,6.5,medium,11,Mon,0.42,27.9
noodles,3,10.1,3.8,4,bike,clear,4.8,low,11,Mon,0.42,36.2
salad,2,6.6,1.3,3,ebike,clear,4.9,medium,12,Mon,0.14,23.7
fried_chicken,4,11.5,3.1,6,ebike,rain,9.3,high,12,Mon,0.14,35.6
fried_chicken,3,11.2,2.6,7,bike,clear,3.9,low,12,Mon,0.28,30.7
indian,2,14.8,3.7,4,ebike,clear,6.6,medium,13,Mon,0.14,44.9
noodles,3,10.1,1.6,3,ebike,storm,11.4,low,13,Mon,0.28,29.9
pizza,5,12.2,3.4,4,bike,clear,9.5,low,13,Mon,0.28,42.4
burger,1,7.8,1.6,3,bike,clear,6.8,high,13,Mon,0.28,32.6
mexican,3,11.6,6.5,3,ebike,rain,4.9,medium,13,Mon,0.42,45.1
mexican,5,12.0,3.2,5,ebike,clear,6.3,medium,13,Mon,0.42,38.9
salad,2,6.6,2.9,3,ebike,clear,6.7,low,13,Mon,0.28,26.7
mexican,4,11.8,7.0,6,ebike,clear,3.4,high,13,Mon,0.42,56.5
burger,6,9.0,1.8,6,ebike,rain,5.2,medium,14,Mon,0.14,28.5
pizza,3,11.7,4.6,13,ebike,clear,6.9,low,14,Mon,0.14,39.3
noodles,2,9.8,6.9,16,ebike,clear,4.5,medium,14,Mon,0.28,42.6
mexican,3,11.6,2.8,1,ebike,clear,9.4,medium,14,Mon,0.14,36.8
mexican,4,11.8,1.2,3,bike,storm,14.0,medium,14,Mon,0.28,37.9
indian,5,15.9,2.5,4,ebike,clear,7.7,low,14,Mon,0.28,41.6
pizza,5,12.2,2.1,3,ebike,clear,3.0,high,15,Mon,0.42,36.5
pizza,4,12.0,9.2,2,bike,storm,7.6,medium,15,Mon,0.42,82.0
burger,4,8.6,2.0,7,bike,clear,5.7,high,15,Mon,0.42,30.7
fried_chicken,4,11.5,9.3,1,ebike,rain,2.3,medium,15,Mon,0.42,56.6
burger,3,8.4,6.0,4,ebike,rain,3.9,low,15,Mon,0.69,43.0
noodles,4,10.3,2.7,3,bike,clear,4.8,low,15,Mon,0.56,37.7
pizza,4,12.0,1.9,2,ebike,clear,8.9,low,15,Mon,0.42,34.6
burger,3,8.4,5.0,2,ebike,rain,5.3,low,15,Mon,0.28,33.8
indian,6,16.2,3.2,6,ebike,rain,3.9,low,15,Mon,0.14,44.0
indian,3,15.3,5.2,3,ebike,clear,5.6,low,16,Mon,0.14,51.2
pizza,3,11.7,2.9,6,ebike,rain,6.7,low,16,Mon,0.28,38.3
burger,4,8.6,2.2,10,ebike,clear,6.7,low,16,Mon,0.28,23.5
burger,1,7.8,3.6,4,bike,rain,10.5,medium,17,Mon,0.28,33.2
burger,2,8.1,2.5,5,ebike,rain,6.1,medium,17,Mon,0.14,30.6
burger,3,8.4,2.7,7,bike,rain,7.0,high,17,Mon,0.14,31.4
noodles,4,10.3,1.9,6,bike,clear,7.6,medium,17,Mon,0.14,36.0
indian,4,15.6,6.2,4,ebike,clear,5.6,medium,17,Mon,0.28,53.6
noodles,3,10.1,1.8,5,ebike,clear,6.4,medium,18,Mon,0.14,33.5
pizza,6,12.4,5.1,1,bike,rain,7.2,medium,18,Mon,0.42,51.6
fried_chicken,5,11.7,3.7,1,ebike,clear,7.0,high,18,Mon,0.69,38.7
noodles,2,9.8,3.4,2,ebike,clear,5.6,medium,18,Mon,0.83,32.7
indian,5,15.9,3.3,12,ebike,clear,5.9,medium,18,Mon,0.28,46.9
fried_chicken,4,11.5,2.4,2,bike,clear,5.2,medium,18,Mon,0.56,44.1
burger,3,8.4,1.2,4,ebike,rain,7.2,medium,18,Mon,0.89,35.3
burger,4,8.6,4.2,1,bike,clear,9.4,low,18,Mon,0.83,44.2
fried_chicken,4,11.5,1.2,2,bike,clear,2.8,high,18,Mon,0.89,39.9
noodles,3,10.1,5.7,15,bike,clear,8.0,medium,18,Mon,0.86,59.5
indian,3,15.3,1.1,7,ebike,clear,5.5,medium,18,Mon,0.69,45.0
mexican,6,12.2,2.4,7,ebike,rain,3.2,medium,19,Mon,0.14,37.6
pizza,3,11.7,2.6,8,bike,clear,6.0,medium,19,Mon,0.28,33.4
burger,1,7.8,2.3,2,ebike,clear,4.2,medium,19,Mon,0.14,26.1
sushi,2,13.7,4.2,13,bike,rain,1.5,medium,19,Mon,0.28,51.6
indian,6,16.2,2.3,6,bike,clear,4.6,medium,19,Mon,0.28,47.2
pizza,4,12.0,2.3,4,bike,clear,4.4,medium,20,Mon,0.14,34.5
burger,3,8.4,1.8,9,ebike,storm,9.9,low,20,Mon,0.28,30.0
fried_chicken,3,11.2,2.9,5,ebike,clear,4.3,medium,20,Mon,0.28,35.3
indian,6,16.2,7.0,3,bike,clear,1.2,medium,20,Mon,0.28,62.1
sushi,3,14.1,3.8,9,bike,clear,7.9,medium,21,Mon,0.14,44.0
mexican,4,11.8,2.5,8,bike,clear,4.4,low,21,Mon,0.14,33.6
indian,5,15.9,2.0,23,ebike,clear,1.1,low,22,Mon,0.14,36.3
burger,5,8.8,2.6,2,bike,rain,8.1,low,22,Mon,0.14,41.6
noodles,6,10.7,3.5,3,ebike,rain,7.3,medium,22,Mon,0.28,38.7
noodles,4,10.3,1.6,12,bike,clear,7.0,low,23,Mon,0.14,31.0
fried_chicken,2,10.9,8.4,6,bike,clear,3.1,low,23,Mon,0.28,48.7
sushi,4,14.4,2.2,4,ebike,clear,7.2,low,23,Mon,0.14,35.1
pizza,3,11.7,1.7,13,ebike,clear,5.5,low,0,Tue,0.28,33.6
pizza,2,11.4,1.5,7,ebike,rain,7.5,medium,0,Tue,0.14,37.2
burger,3,8.4,3.3,8,ebike,clear,6.7,low,1,Tue,0.14,30.5
salad,2,6.6,5.0,1,ebike,clear,5.8,medium,1,Tue,0.14,33.1
noodles,3,10.1,2.2,7,ebike,clear,4.6,medium,2,Tue,0.14,26.5
salad,4,7.0,4.1,9,ebike,clear,2.5,low,3,Tue,0.14,28.0
mexican,3,11.6,1.5,3,ebike,clear,3.6,medium,4,Tue,0.14,32.9
salad,2,6.6,3.0,10,bike,clear,4.3,low,5,Tue,0.28,28.4
indian,3,15.3,4.2,1,bike,clear,5.4,medium,5,Tue,0.14,47.9
indian,3,15.3,7.5,2,ebike,clear,6.7,medium,6,Tue,0.14,53.7
burger,5,8.8,2.4,4,ebike,storm,4.9,medium,6,Tue,0.14,29.7
fried_chicken,4,11.5,3.2,3,ebike,clear,6.4,high,7,Tue,0.14,43.3
mexican,4,11.8,5.2,4,ebike,clear,4.9,medium,7,Tue,0.28,41.3
mexican,4,11.8,0.9,3,bike,clear,5.9,low,8,Tue,0.14,32.9
noodles,2,9.8,1.9,10,bike,clear,5.0,medium,8,Tue,0.42,32.3
fried_chicken,5,11.7,2.2,12,bike,rain,5.0,medium,8,Tue,0.14,33.5
indian,4,15.6,3.1,9,bike,clear,4.9,medium,8,Tue,0.28,46.8
fried_chicken,4,11.5,7.0,6,bike,clear,6.4,medium,9,Tue,0.14,57.2
burger,3,8.4,8.3,8,bike,clear,4.1,medium,9,Tue,0.28,47.4
salad,2,6.6,2.8,4,bike,clear,6.3,medium,9,Tue,0.42,31.2
indian,2,14.8,3.6,2,bike,rain,5.0,medium,9,Tue,0.14,48.8
burger,6,9.0,3.0,7,ebike,rain,5.0,medium,10,Tue,0.14,30.1
noodles,5,10.5,4.0,4,bike,clear,6.9,low,10,Tue,0.14,40.1
pizza,4,12.0,1.5,16,ebike,clear,10.1,low,10,Tue,0.28,30.4
pizza,4,12.0,4.7,2,bike,clear,6.6,medium,10,Tue,0.28,48.7
pizza,4,12.0,1.7,0,bike,clear,5.4,medium,10,Tue,0.42,30.4
salad,1,6.4,4.6,9,ebike,clear,7.8,medium,11,Tue,0.69,31.1
noodles,4,10.3,2.6,7,ebike,rain,6.0,low,11,Tue,0.56,37.5
salad,3,6.8,1.2,5,ebike,clear,3.3,medium,11,Tue,0.28,19.6
pizza,2,11.4,0.8,5,bike,clear,6.4,medium,11,Tue,0.14,32.1
burger,3,8.4,1.9,6,ebike,clear,4.7,low,11,Tue,0.42,26.5
fried_chicken,2,10.9,2.1,4,bike,clear,5.9,medium,11,Tue,0.56,36.0
burger,4,8.6,5.0,4,ebike,clear,3.5,medium,11,Tue,0.83,38.1
fried_chicken,1,10.5,4.9,11,ebike,clear,9.1,low,11,Tue,0.69,44.9
pizza,2,11.4,8.3,3,ebike,clear,3.6,low,11,Tue,0.83,56.9
indian,5,15.9,1.3,9,ebike,rain,4.0,high,11,Tue,0.69,47.8
pizza,1,11.0,1.0,5,ebike,storm,10.4,medium,11,Tue,0.42,33.5
pizza,4,12.0,2.1,9,bike,clear,8.3,low,11,Tue,0.56,41.1
fried_chicken,5,11.7,7.6,10,ebike,clear,10.1,medium,11,Tue,0.56,52.6
burger,1,7.8,2.2,5,ebike,clear,4.7,high,11,Tue,0.83,36.3
indian,5,15.9,2.3,9,bike,clear,10.7,high,11,Tue,0.69,45.0
burger,4,8.6,8.7,4,bike,clear,4.5,medium,11,Tue,0.83,57.3
mexican,3,11.6,5.2,10,ebike,rain,5.4,medium,11,Tue,0.69,49.5
pizza,4,12.0,5.4,7,ebike,clear,7.8,low,12,Tue,0.14,45.5
fried_chicken,2,10.9,0.5,1,bike,clear,7.8,medium,12,Tue,0.28,26.1
burger,3,8.4,3.7,6,ebike,clear,4.0,medium,12,Tue,0.42,30.0
sushi,2,13.7,2.1,9,ebike,clear,6.2,low,12,Tue,0.28,41.2
burger,2,8.1,3.5,2,ebike,rain,6.5,high,12,Tue,0.14,31.5
pizza,5,12.2,1.5,4,ebike,storm,7.7,high,13,Tue,0.28,37.5
noodles,3,10.1,9.7,3,ebike,rain,7.7,medium,13,Tue,0.42,55.5
fried_chicken,5,11.7,2.4,7,bike,clear,2.4,low,13,Tue,0.42,33.7
fried_chicken,3,11.2,1.8,10,ebike,rain,7.3,low,13,Tue,0.56,30.1
indian,4,15.6,4.2,6,ebike,clear,5.9,medium,13,Tue,0.42,45.2
indian,2,14.8,3.7,4,bike,clear,8.1,medium,13,Tue,0.69,47.1
indian,2,14.8,3.5,2,ebike,clear,6.0,medium,13,Tue,0.28,38.1
sushi,3,14.1,4.5,3,bike,rain,4.9,medium,13,Tue,0.14,50.7
burger,5,8.8,8.1,3,ebike,rain,8.8,medium,13,Tue,0.42,51.3
burger,4,8.6,3.2,1,ebike,clear,5.1,low,13,Tue,0.69,27.1
burger,3,8.4,2.5,7,ebike,rain,6.5,medium,13,Tue,0.83,32.0
sushi,4,14.4,0.8,3,bike,clear,3.9,medium,13,Tue,0.56,40.5
pizza,4,12.0,3.2,6,ebike,clear,2.4,medium,13,Tue,0.69,42.5
sushi,2,13.7,2.2,4,ebike,clear,4.0,medium,14,Tue,0.42,36.5
burger,3,8.4,7.5,0,ebike,rain,6.3,low,14,Tue,0.42,48.7
indian,4,15.6,2.2,14,bike,clear,7.0,low,14,Tue,0.28,42.4
fried_chicken,4,11.5,4.6,8,bike,clear,8.1,low,14,Tue,0.42,42.9
pizza,6,12.4,7.1,13,bike,storm,8.6,low,14,Tue,0.42,63.8
noodles,3,10.1,5.2,4,ebike,clear,6.0,medium,14,Tue,0.28,36.3
fried_chicken,4,11.5,4.0,4,ebike,rain,7.1,medium,14,Tue,0.28,41.6
indian,3,15.3,5.2,2,ebike,clear,9.1,medium,14,Tue,0.28,51.6
pizza,6,12.4,3.4,8,bike,clear,5.4,low,15,Tue,0.14,39.3
mexican,4,11.8,4.3,8,ebike,clear,6.5,medium,15,Tue,0.28,39.9
indian,4,15.6,2.4,4,bike,clear,4.4,low,15,Tue,0.42,38.0
noodles,4,10.3,2.2,2,ebike,clear,5.2,high,15,Tue,0.28,31.6
pizza,3,11.7,2.7,1,ebike,clear,7.8,high,15,Tue,0.42,37.3
pizza,5,12.2,2.2,16,bike,storm,11.4,high,15,Tue,0.42,40.4
indian,4,15.6,0.5,1,ebike,clear,4.5,low,16,Tue,0.28,41.1
indian,4,15.6,5.0,7,ebike,clear,7.5,medium,16,Tue,0.28,49.9
indian,4,15.6,3.6,2,bike,clear,6.9,high,16,Tue,0.42,51.7
mexican,5,12.0,4.5,3,ebike,clear,11.9,medium,16,Tue,0.28,46.4
fried_chicken,2,10.9,2.5,10,ebike,rain,4.4,medium,16,Tue,0.14,30.8
pizza,3,11.7,1.3,24,ebike,storm,10.3,high,16,Tue,0.28,29.3
salad,2,6.6,4.2,7,bike,clear,5.8,high,17,Tue,0.42,37.0
burger,5,8.8,1.3,2,ebike,clear,4.8,medium,17,Tue,0.28,25.7
indian,5,15.9,7.3,2,ebike,rain,11.2,medium,17,Tue,0.14,60.4
mexican,3,11.6,1.3,2,ebike,clear,8.3,low,17,Tue,0.28,30.3
noodles,1,9.4,2.7,4,ebike,clear,9.9,low,17,Tue,0.42,32.2
fried_chicken,4,11.5,2.9,2,bike,rain,5.6,high,17,Tue,0.28,43.6
